time,displacement_u_y,load_rf_y,nonlinear_iterations,simulation_time,sum_nonlinear_iterations,total_increments
11.13330078125,0.17146422032791,1952.2715624306,1,533.820952491,29,30
11.63330078125,0.17915533752401,2040.5576906993,1,551.035742738,30,31
12.13330078125,0.18682724901089,2128.7755021641,1,568.148967217,31,32
12.63330078125,0.19450703880905,2216.4431296283,1,586.005276372,32,33
13.13330078125,0.20217846157725,2304.1862920411,1,603.275781809,33,34
13.63330078125,0.20985966428452,2391.9638794487,1,620.710168069,34,35
14.13330078125,0.21753839190973,2480.2728184368,1,638.68981836,35,36
14.63330078125,0.22522680916129,2568.8544841873,1,656.595699901,36,37
15.13330078125,0.23291390997283,2657.7304444872,1,674.57596322,37,38
15.63330078125,0.24060808198947,2746.8568385025,1,692.600583524,38,39
16.13330078125,0.24830394155149,2834.3676806817,1,710.456323501,39,40
16.63330078125,0.25600444425253,2923.8648682717,1,728.353451934,40,41
17.13330078125,0.26370659786046,3011.6627378508,1,746.206803244,41,42
17.63330078125,0.27141394640319,3100.5566200126,1,764.695439494,42,43
18.13330078125,0.27922057086575,3179.8811543439,1,782.838770442,43,44
18.63330078125,0.28691374916674,3265.5511745573,1,800.995270381,44,45
19.13330078125,0.29468097082416,3352.7526285875,1,819.250624095,45,46
19.63330078125,0.30241366228092,3439.645419342,1,837.244511048,46,47
20.13330078125,0.31021250562777,3522.8253342629,1,855.541478617,47,48
20.63330078125,0.31812338987963,3591.5709517605,1,873.723898435,48,49
21.13330078125,0.32555676654696,3693.2958378112,1,891.971318132,49,50
21.63330078125,0.33365557245075,3780.3729371281,1,910.290684722,50,51
22.13330078125,0.34117313230382,3852.876452939,1,928.416182929,51,52
22.63330078125,0.34926591402096,3934.4300680918,1,946.887243211,52,53
23.13330078125,0.35656359861929,4039.4627729665,1,965.231906527,53,54
23.63330078125,0.36479964290686,4116.4930081125,1,983.337713803,54,55
24.13330078125,0.37264299028547,4163.0278085337,1,1001.875117751,55,56
24.63330078125,0.38002698288143,4285.1050391093,1,1020.145699236,56,57
25.13330078125,0.38795872702406,4382.0136300884,1,1038.406471107,57,58
25.63330078125,0.39581064821833,4449.2075788547,1,1057.153519295,58,59
26.13330078125,0.40349454099392,4538.0156490285,1,1076.015021378,59,60
26.63330078125,0.41111746532306,4642.6737354291,1,1094.746672357,60,61
27.13330078125,0.41904961758463,4721.0174905049,1,1113.068438235,61,62
27.63330078125,0.42679109791997,4796.6117168114,1,1131.300456967,62,63
28.13330078125,0.43450018875451,4889.0652912228,1,1149.774069065,63,64
28.63330078125,0.44217459446637,4985.5144527288,1,1168.041464936,64,65
29.13330078125,0.44998531415781,5070.3111419992,1,1186.627477183,65,66
29.63330078125,0.45769383453893,5154.881846875,1,1205.39872243,66,67
30.13330078125,0.46542131736203,5243.9902520449,1,1224.001629434,67,68
30.63330078125,0.47319099314245,5326.9209626171,1,1242.596083266,68,69
31.13330078125,0.48096968294574,5406.0409019049,1,1260.872140195,69,70
31.63330078125,0.4886559546961,5493.8297243627,1,1279.337650107,70,71
32.13330078125,0.49642994784024,5579.5838293375,1,1297.878585755,71,72
32.63330078125,0.50411996874284,5668.2264694159,1,1316.30942129,72,73
33.13330078125,0.51188660729467,5755.8995661818,1,1335.17571199,73,74
33.63330078125,0.51954798928963,5849.3872673729,1,1353.91839425,74,75
34.13330078125,0.52731457301897,5939.3420471911,1,1372.736286583,75,76
34.63330078125,0.53496930922689,6032.0538591346,1,1391.474115007,76,77
35.13330078125,0.54281263849585,6112.2036939527,1,1409.955578073,77,78
35.63330078125,0.5503636336319,6206.5636377323,1,1428.596615312,78,79
36.13330078125,0.55825782042103,6284.6885336619,1,1447.126028339,79,80
36.63330078125,0.56581921017182,6370.8817743823,1,1465.635092399,80,81
37.13330078125,0.5737860374095,6439.1454311835,1,1483.831110287,81,82
37.63330078125,0.58121015658561,6534.9572478538,1,1502.494529338,82,83
38.13330078125,0.58920101100707,6613.085524344,1,1521.045247421,83,84
38.63330078125,0.5967176876869,6701.9559789271,1,1539.510175367,84,85
39.13330078125,0.60456947873768,6792.1146124484,1,1557.960773577,85,86
39.63330078125,0.61214060210967,6888.2932099993,1,1576.58238405,86,87
40.13330078125,0.6200181881853,6972.7629198621,1,1594.577894891,87,88
40.63330078125,0.62756327897166,7067.8414127101,1,1612.670135929,88,89
41.13330078125,0.63545529397982,7149.2986086471,1,1630.573838733,89,90
41.63330078125,0.64301480184467,7238.5382952562,1,1648.884844719,90,91
42.13330078125,0.65090512796832,7315.5199711583,1,1667.06663608,91,92
42.63330078125,0.65845649548071,7402.5785234814,1,1684.727418369,92,93
43.13330078125,0.6663555828589,7477.9608481938,1,1702.866998142,93,94
43.63330078125,0.67391886857725,7563.9648487367,1,1721.477720154,94,95
44.13330078125,0.68183378688282,7639.764465906,1,1743.651379231,95,96
44.63330078125,0.68936088279327,7732.9626039965,1,1762.01985972,96,97
45.13330078125,0.69730357274587,7814.909343115,1,1780.142229858,97,98
45.63330078125,0.70483273480208,7913.2799959272,1,1797.749149545,98,99
46.13330078125,0.71278252776255,8000.4207165008,1,1815.904105742,99,100
46.63330078125,0.72029696121942,8103.3737376104,1,1833.822820541,100,101
47.13330078125,0.72825470888928,8191.6520309911,1,1851.921272991,101,102
47.63330078125,0.7357898662805,8290.6522057399,1,1870.392692993,102,103
