time,displacement_u_y,load_rf_y,nonlinear_iterations,simulation_time,sum_nonlinear_iterations,total_increments
0,0,0,0,0,0,0
0.01,0,0,0,7.44771483,0,1
0.025,0.00035131538708744,3.5048931407544,1,23.345425318,1,2
0.0475,0.00069509038127663,7.7809191322744,1,40.860974966,2,3
0.08125,0.001210501564183,13.333030546068,1,54.957850887,3,4
0.131875,0.0019598169454,22.202379416627,1,68.597716743,4,5
0.2078125,0.003069758828433,34.691803583034,1,82.410541073,5,6
0.32171875,0.0047890949049174,53.989144628713,1,96.350994597,6,7
0.492578125,0.0073990881057077,83.925362478598,1,109.953472384,7,8
0.7488671875,0.011309801260256,127.5777586302,1,123.660839164,8,9
1.13330078125,0.017124211410739,191.94777335319,1,137.473091118,9,10
1.63330078125,0.024670712837716,277.76317598648,1,151.252785974,10,11
2.13330078125,0.032278056623908,367.5016575722,1,164.930933699,11,12
2.63330078125,0.039933189956418,456.56359228438,1,178.69638692,12,13
3.13330078125,0.047644864305333,546.77464972231,1,192.557105104,13,14
3.63330078125,0.055387184062841,636.26577908356,1,206.28642936,14,15
4.13330078125,0.063137843573744,725.98899765404,1,220.11005138,15,16
4.63330078125,0.070899668461387,815.32215089805,1,233.938887298,16,17
5.13330078125,0.078658543461874,904.24131900135,1,247.874200096,17,18
5.63330078125,0.086421701093972,992.41540215441,1,261.63460613,18,19
6.13330078125,0.094180869396348,1078.8054652556,1,275.450879308,19,20
6.63330078125,0.10193566083245,1164.7630328622,1,289.333523158,20,21
7.13330078125,0.10968458935623,1251.3700248071,1,303.333841545,21,22
7.63330078125,0.11743299189522,1337.3883948053,1,317.180099431,22,23
8.13330078125,0.12515170964216,1425.0746223056,1,331.14206056,23,24
8.63330078125,0.13292389662535,1511.2076058124,1,345.100009675,24,25
9.13330078125,0.14062872451481,1599.0032347044,1,359.182948679,25,26
9.63330078125,0.14836968947098,1686.4599958483,1,373.140444599,26,27
10.13330078125,0.15606986345144,1774.9130019215,1,387.310164296,27,28
10.63330078125,0.16378188351281,1863.4064592417,1,401.558999233,28,29
11.13330078125,0.17146410017038,1952.2884361234,1,415.900999953,29,30
11.63330078125,0.17915468424253,2040.5710244968,1,430.399113644,30,31
12.13330078125,0.18682634071259,2128.7852889225,1,444.873130475,31,32
12.63330078125,0.19450603175692,2216.4514427686,1,459.525897595,32,33
13.13330078125,0.20217773708008,2304.1865900332,1,474.150330336,33,34
13.63330078125,0.2098592810762,2391.9485187548,1,489.065828801,34,35
14.13330078125,0.21753828583265,2480.2401037037,1,504.070981316,35,36
14.63330078125,0.22522681156813,2568.8093232479,1,519.187316887,36,37
15.13330078125,0.23291386546146,2657.6833773712,1,534.393900851,37,38
15.63330078125,0.24060786213146,2746.8222063683,1,549.529085828,38,39
16.13330078125,0.24830341718988,2834.3574881555,1,564.737177136,39,40
16.63330078125,0.25600351451499,2923.885729805,1,579.965167681,40,41
17.13330078125,0.26370544154235,3011.7216676951,1,595.159140527,41,42
17.63330078125,0.27141292325786,3100.6542126575,1,610.480156473,42,43
18.13330078125,0.27922005036605,3180.0009219667,1,625.758645419,43,44
18.63330078125,0.28691367055922,3265.6790201057,1,641.059097381,44,45
19.13330078125,0.29468118276658,3352.8682775796,1,656.312488409,45,46
19.63330078125,0.30241384244767,3439.7232260692,1,671.689229349,46,47
20.13330078125,0.31021238951465,3522.8560885195,1,687.088290735,47,48
20.63330078125,0.31812304861059,3591.5492512162,1,702.538476881,48,49
21.13330078125,0.32555672053479,3693.1794408498,1,717.911322523,49,50
21.63330078125,0.33365326032799,3780.3506812092,1,733.302861806,50,51
22.13330078125,0.34117024654721,3852.9218143429,1,748.684782124,51,52
22.63330078125,0.34925814250895,3934.8815263943,1,764.164676979,52,53
23.13330078125,0.35656274009501,4039.46853493,1,779.600682876,53,54
23.63330078125,0.36479678119104,4116.1862184388,1,795.17008742,54,55
24.13330078125,0.37265036668441,4161.8470090032,1,810.778398632,55,56
24.63330078125,0.3800243076238,4284.2649550376,1,826.274895903,56,57
25.13330078125,0.3879518170103,4382.3231443878,1,841.924175658,57,58
25.63330078125,0.39580346640049,4449.8011407961,1,857.403749796,58,59
26.13330078125,0.40348526916106,4538.7534888019,1,872.795253908,59,60
26.63330078125,0.41111030490227,4643.2219786013,1,888.31102976,60,61
27.13330078125,0.4190517726215,4720.4279159811,1,903.981756041,61,62
27.63330078125,0.4267840146444,4796.3275624038,1,919.555448928,62,63
28.13330078125,0.43449791321535,4888.9921619143,1,935.033044269,63,64
28.63330078125,0.44217916902199,4984.5415951592,1,950.575041682,64,65
29.13330078125,0.44997353247998,5070.6418465547,1,966.274326811,65,66
29.63330078125,0.45769280883763,5155.4398715919,1,981.728276652,66,67
30.13330078125,0.46541985094875,5244.0434795434,1,997.231464496,67,68
30.63330078125,0.47319465561938,5326.8639352003,1,1012.830764935,68,69
31.13330078125,0.48097697757621,5405.6587760224,1,1028.400425442,69,70
31.63330078125,0.48866626192526,5493.2293258704,1,1044.024164753,70,71
32.13330078125,0.49643475599601,5579.6539333219,1,1059.553843166,71,72
32.63330078125,0.50412694040642,5668.7260986854,1,1075.280987017,72,73
33.13330078125,0.51188698846684,5756.7571721963,1,1091.124890939,73,74
33.63330078125,0.51954285285315,5850.6587157903,1,1106.832138663,74,75
34.13330078125,0.52731744680538,5939.4942420926,1,1122.517262452,75,76
34.63330078125,0.53496180533617,6031.9801741627,1,1138.226964709,76,77
35.13330078125,0.54280960877971,6111.461301301,1,1153.924414383,77,78
35.63330078125,0.55034631279794,6205.935351591,1,1169.748077076,78,79
36.13330078125,0.55824228579371,6284.0927598362,1,1185.673160091,79,80
36.63330078125,0.56579850615347,6370.4909812319,1,1201.551518318,80,81
37.13330078125,0.57377110638636,6438.5579751435,1,1217.695353639,81,82
37.63330078125,0.58118443136969,6535.1949499952,1,1233.803509454,82,83
38.13330078125,0.58919058862069,6612.8063018674,1,1250.0256214,83,84
38.63330078125,0.59672060439571,6699.6602838277,1,1266.158431254,84,85
39.13330078125,0.60456621459422,6789.5313902778,1,1282.397336448,85,86
39.63330078125,0.61214505037512,6885.0716656871,1,1298.46840243,86,87
40.13330078125,0.62000186017859,6970.8881483844,1,1314.75355156,87,88
40.63330078125,0.62756892606855,7065.2265495261,1,1330.770212322,88,89
41.13330078125,0.63544643106408,7146.6262954388,1,1347.019030066,89,90
41.63330078125,0.64300032283729,7237.2966148072,1,1363.14186125,90,91
42.13330078125,0.65090846573447,7313.1543141655,1,1379.291429035,91,92
42.63330078125,0.65844629475375,7401.2880422695,1,1395.431807355,92,93
43.13330078125,0.66636261046011,7476.8274552087,1,1411.696324951,93,94
43.63330078125,0.67391082148017,7564.1878941896,1,1427.777813321,94,95
44.13330078125,0.68183027710193,7641.770175249,1,1443.691569279,95,96
44.63330078125,0.68937060127622,7734.4921180742,1,1459.601301608,96,97
45.13330078125,0.69730540165035,7816.8447012506,1,1475.22594477,97,98
45.63330078125,0.70483958909634,7915.0734419198,1,1490.96159791,98,99
46.13330078125,0.71277423880344,8002.9278921089,1,1506.691880757,99,100
46.63330078125,0.72031281328635,8103.8897878852,1,1522.55199963,100,101
47.13330078125,0.72826219267077,8190.558220821,1,1538.296476568,101,102
47.63330078125,0.73579191278496,8289.9134609322,1,1554.119737628,102,103
48.13330078125,0.74376101550247,8365.1600367752,1,1570.029228211,103,104
48.63330078125,0.75126722921054,8481.6834231518,1,1585.764689805,104,105
49.13330078125,0.75927822373327,8529.5766868605,1,1601.635952665,105,106
49.63330078125,0.76675845977869,8652.6732166408,1,1617.484769622,106,107
50.13330078125,0.77478046110515,8701.555982749,1,1633.258424269,107,108
50.63330078125,0.78225396386562,8809.3893937688,1,1657.446666908,108,109
51.13330078125,0.79039641744554,8852.4337049598,1,1673.60870056,109,110
51.63330078125,0.79769664280971,8966.091162197,1,1689.658282071,110,111
52.13330078125,0.80592011807946,9013.9131488119,1,1724.138554486,111,112
52.63330078125,0.81327383677611,9121.1792754115,1,1740.077844121,112,113
53.13330078125,0.82136753814538,9179.906649593,1,1764.031043127,113,114
53.63330078125,0.82877937913934,9298.2488707233,1,1780.57529095,114,115
54.13330078125,0.83684023765694,9363.8670026105,1,1796.768761271,115,116
54.63330078125,0.84424294080362,9490.1533603892,1,1848.369935228,116,117
55.13330078125,0.85254622414063,9529.3917626544,1,1864.37766528,117,118
55.63330078125,0.85956621093853,9678.0195417099,1,1880.559546677,118,119
56.13330078125,0.86802765063965,9721.4912038243,1,1896.98362172,119,120
56.63330078125,0.87527589137957,9835.5077024164,1,1913.132651802,120,121
57.13330078125,0.88336757121059,9883.4746488252,1,1929.482467514,121,122
57.63330078125,0.89074846964705,10008.444321391,1,1952.141818939,122,123
58.13330078125,0.89885747266843,10038.719647327,1,1993.829425521,123,124
58.63330078125,0.90624240147459,10162.497764399,1,2010.026570213,124,125
59.13330078125,0.91432198304056,10195.671517419,1,2026.218540838,125,126
59.63330078125,0.9216552078973,10328.198402124,1,2042.79558934,126,127
60,0.92809175638277,10310.804253467,1,2060.001194113,127,128
